"","document","topic","gamma"
"106","revelskieizvestija19170401.1.4",1,0.000126250497761579
"107","revelskojeslovo19170610.1.2",1,0.00054431918577011
"108","ekmteataja19170126.1.8",1,0.000307782115972736
"109","ekmteataja19170209.1.6",1,0.00044396685602521
"110","tooljasojavnoukteat19170825.1.2",1,0.930498920948898
"111","svobodnojeslovosoldata19171220.1.4",1,0.996461018440826
"112","utropravda19170829.1.3",1,0.000352884472897734
"113","ekmteataja19170119.1.10",1,0.000311766823528374
"114","revelskojeslovo19171013.1.2",1,0.000255527537025909
"115","svobodnojeslovosoldata19171214.1.4",1,0.963476289768809
"116","tooljasojavnoukteat19170818.1.3",1,0.870673991251069
"117","tooljasojavnoukteat19170620.1.1",1,0.000884009002536029
"118","revelskojeslovo19170220.1.4",1,0.584277310499113
"119","tooljasojavnoukteat19170623.1.2",1,0.000328793770918397
"120","tooljasojavnoukteat19170715.1.2",1,0.000322195094091328
"121","ekmteataja19170105.1.2",1,0.000366304004989347
"122","revelskojeslovo19170124.1.2",1,0.000225603705816118
"123","utropravda19171216.1.4",1,0.99577036161083
"124","tooljasojavnoukteat19170901.1.4",1,0.000294603424593819
"125","tooljasojavnoukteat19171120.1.4",1,0.000703287144750835
"126","ekmteataja19170720.1.4",1,0.000428178792450653
"127","tooljasojavnoukteat19171008.1.2",1,0.000538236159699496
"128","revelskojeslovo19170124.1.1",1,0.0248291422778712
"129","tooljasojavnoukteat19170714.1.3",1,0.58488378697869
"130","tooljasojavnoukteat19170802.1.3",1,0.380421616256738
"131","revelskojeslovo19170307.1.2",1,0.000403093328708771
"132","ekmteataja19170105.1.7",1,0.000132868100860417
"133","revelskojeslovo19170313.1.4",1,0.000724444491080592
"134","revelskojeslovo19170704.1.2",1,0.00041705549419735
"135","svobodnojeslovosoldata19170514.1.3",1,0.337055611486831
"136","ekmteataja19170803.1.5",1,0.00027136468627477
"137","revelskieizvestija19170530.1.3",1,0.226865595215003
"138","revelskojeslovo19170221.1.1",1,0.00028417384790608
"139","tooljasojavnoukteat19170716.1.2",1,0.000292812317925712
"140","tooljasojavnoukteat19170819.1.4",1,0.0549027509538408
"141","tooljasojavnoukteat19170322.1.1",1,0.000406495489316223
"142","ekmteataja19170907.1.4",1,0.000154623069892566
"143","revelskojeslovo19170413.1.4",1,0.000724444488193499
"144","revelskojeslovo19171007.1.2",1,0.000301992443289478
"145","tooljasojavnoukteat19170622.1.3",1,0.000424405678961475
"146","tooljasojavnoukteat19170726.1.3",1,0.562326465672913
"147","tooljasojavnoukteat19171004.1.4",1,0.000393220174521839
"148","ekmteataja19171005.1.3",1,0.000224551848984094
"149","utropravda19170915.1.4",1,0.000214548720030365
"150","tooljasojavnoukteat19170907.1.2",1,0.000305827716702953
"151","tooljasojavnoukteat19170723.1.2",1,0.107982048395359
"152","ekmteataja19170629.1.7",1,0.00028085951200602
"153","tooljasojavnoukteat19170411.1.2",1,0.680664284857031
"154","revelskieizvestija19170601.1.3",1,0.133572157755643
"155","revelskojeslovo19170324.1.2",1,0.00169099371959307
"156","revelskojeslovo19170424.1.3",1,0.000335668390034434
"157","revelskojeslovo19170920.1.4",1,0.000377797552324993
"158","revelskojeslovo19171010.1.4",1,0.000664475259448868
"159","revelskojeslovo19171013.1.4",1,0.000311766824102212
"160","tooljasojavnoukteat19170725.1.3",1,0.185099128834284
"161","tooljasojavnoukteat19170328.1.3",1,0.484220372128703
"162","tooljasojavnoukteat19170914.1.3",1,0.765309351129036
"163","utropravda19170912.1.4",1,0.571610477581212
"164","tooljasojavnoukteat19170822.1.3",1,0.465783722208694
"165","utropravda19170804.1.4",1,0.000646632595848679
"166","tooljasojavnoukteat19171201.1.1",1,0.341634077111447
"167","revelskojeslovo19170206.1.1",1,0.000285860523079482
"168","tooljasojavnoukteat19170720.1.2",1,0.047085236314127
"169","ekmteataja19170921.1.4",1,0.000271364686826816
"170","tooljasojavnoukteat19170504.1.1",1,0.00054431919148459
"171","tooljasojavnoukteat19170723.1.4",1,0.114225410274525
"172","ekmteataja19170622.1.2",1,0.000538236158706054
"173","tooljasojavnoukteat19170725.1.4",1,0.218080463334309
"174","tooljasojavnoukteat19170805.1.4",1,0.000509752516600511
"175","tooljasojavnoukteat19171116.1.4",1,0.000544319186951195
"176","revelskieizvestija19170227.1.1",1,0.000390035730294028
"177","revelskojeslovo19170718.1.2",1,0.000420698481441605
"178","revelskojeslovo19171006.1.2",1,0.000347787988133788
"179","ekmteataja19170713.1.2",1,0.000460963794245128
"180","tooljasojavnoukteat19170601.1.4",1,0.000406495490000056
"181","revelskieizvestija19170216.1.2",1,0.000229911551406411
"182","revelskojeslovo19170814.1.1",1,0.000272902325167864
"183","svobodnojeslovosoldata19170705.1.4",1,0.60194483867669
"184","revelskojeslovo19170206.1.2",1,0.000448097485336913
"185","revelskojeslovo19170306.1.2",1,0.045666440195792
"186","tooljasojavnoukteat19171103.1.4",1,0.000538236159289349
"187","revelskojeslovo19171003.1.3",1,0.000271364686512949
"188","tooljasojavnoukteat19170716.1.1",1,0.000439911685170223
"189","revelskieizvestija19170510.1.1",1,0.000629723109746923
"190","svobodnojeslovosoldata19170511.1.5",1,0.000605954480175204
"191","revelskojeslovo19170919.1.4",1,0.000494064866397125
"192","revelskojeslovo19170921.1.4",1,0.000393220173347408
"193","revelskojeslovo19171007.1.4",1,0.000570091381052765
"194","revelskojeslovo19171014.1.4",1,0.000526469069949757
"195","revelskojeslovo19170923.1.4",1,0.000390035729591667
"196","utropravda19170922.1.3",1,0.124859250213147
"197","ekmteataja19170720.1.3",1,0.000563422212471159
"198","tooljasojavnoukteat19171020.1.3",1,0.658589826433157
"199","utropravda19170623.1.2",1,0.000369111330029699
"200","ekmteataja19170112.1.15",1,0.000499185684740267
"201","svobodnojeslovosoldata19171202.1.4",1,0.997880199705555
"202","tooljasojavnoukteat19170803.1.2",1,0.441557556104729
"203","tooljasojavnoukteat19170819.1.2",1,0.883991555837277
"204","tooljasojavnoukteat19170910.1.3",1,0.469925396955614
"205","tooljasojavnoukteat19170914.1.2",1,0.787586726435918
"206","tooljasojavnoukteat19171106.1.3",1,0.808537331547045
"207","ekmteataja19170518.1.2",1,0.00046541833892504
"208","tooljasojavnoukteat19170829.1.7",1,0.510160355480093
"209","ekmteataja19170727.1.3",1,0.00026538359240927
"210","revelskojeslovo19170223.1.4",1,0.000479313965185778
"211","tooljasojavnoukteat19170715.1.3",1,0.000229911553829939
"212","ekmteataja19170112.1.18",1,0.99646101844594
"213","revelskojeslovo19170201.1.2",1,0.144967573678726
"214","utropravda19171029.1.2",1,0.000646632594952619
"215","revelskojeslovo19170927.1.4",1,0.000484132081385978
"216","revelskojeslovo19170810.1.1",1,0.000783360017871348
"217","revelskojeslovo19170311.1.4",1,0.00086807563734223
"218","tooljasojavnoukteat19170412.1.4",1,0.0880938218616455
"219","revelskojeslovo19170414.1.4",1,0.000358132541307017
"220","ekmteataja19170112.1.3",1,0.997598313906961
"221","tooljasojavnoukteat19170804.1.3",1,0.808994903722659
"222","revelskieizvestija19170213.1.1",1,0.000538236159746059
"223","tooljasojavnoukteat19170705.1.3",1,0.992043918942667
"224","tooljasojavnoukteat19170729.1.4",1,0.000331053810559147
"225","tooljasojavnoukteat19171117.1.4",1,0.000693165229127234
"226","ekmteataja19170928.1.3",1,0.000261067981572673
"227","revelskieizvestija19170315.1.1",1,0.000439911682956484
"228","revelskojeslovo19170417.1.2",1,0.000383819113179681
"229","tooljasojavnoukteat19171006.1.2",1,0.000377797551842551
"230","tooljasojavnoukteat19171026.1.2",1,0.000646632596362806
"231","revelskieizvestija19170128.1.1",1,0.000550541284802398
"232","tooljasojavnoukteat19170906.1.2",1,0.138468518588021
"233","revelskojeslovo19170422.1.4",1,0.000386902453260844
"234","revelskojeslovo19170424.1.4",1,0.0642145323319362
"235","revelskojeslovo19170216.1.3",1,0.000417055493038411
"236","tooljasojavnoukteat19170815.1.2",1,0.000241437002808385
"237","revelskieizvestija19170606.1.2",1,0.373409403839984
"238","tooljasojavnoukteat19171212.1.3",1,0.00118973109210139
"239","tooljasojavnoukteat19170408.1.4",1,0.760966457464308
"240","revelskojeslovo19170710.1.2",1,0.000544319186175629
"241","tooljasojavnoukteat19170818.1.1",1,0.227779530245431
"242","revelskojeslovo19170131.1.3",1,0.000203661683294055
"243","utropravda19171230.1.3",1,0.000195398929686329
"244","ekmteataja19170413.1.1",1,0.000219436343464439
"245","revelskojeslovo19170107.1.2",1,0.000369111327592655
"246","svobodnojeslovosoldata19170708.1.4",1,0.194538748031257
"247","tooljasojavnoukteat19170422.1.3",1,0.610998795824893
"248","utropravda19171123.1.4",1,0.344961008129294
"249","revelskieizvestija19170503.1.1",1,0.00035548913597525
"250","svobodnojeslovosoldata19171217.1.3",1,0.187096636608028
"251","revelskojeslovo19170524.1.2",1,0.000460963793516371
"252","tooljasojavnoukteat19171012.1.2",1,0.000328793770112248
"253","ekmteataja19170413.1.5",1,0.163170103353141
"254","tooljasojavnoukteat19170520.1.4",1,0.968806822469545
"255","revelskojeslovo19171006.1.4",1,0.000556907278102667
"256","tooljasojavnoukteat19171018.1.3",1,0.000973336007552053
"257","ekmteataja19171019.1.2",1,0.0568596350404123
"258","tooljasojavnoukteat19170917.1.3",1,0.829553083072528
"259","utropravda19171205.1.3",1,0.0642867044453977
"260","tooljasojavnoukteat19170714.1.1",1,0.0772925537512144
"261","tooljasojavnoukteat19170628.1.3",1,0.000460963796059305
"262","tooljasojavnoukteat19170730.1.2",1,0.0888570831516911
"263","tooljasojavnoukteat19170921.1.3",1,0.933536312697517
"264","tooljasojavnoukteat19170819.1.3",1,0.000268340817330316
"265","svobodnojeslovosoldata19171210.1.4",1,0.996652341890787
"266","tooljasojavnoukteat19170525.1.3",1,0.683816243157245
"267","revelskieizvestija19170424.1.3",1,0.432781914190019
"268","revelskieizvestija19170602.1.3",1,0.936093559211007
"269","utropravda19171019.1.2",1,0.000432019593207424
"270","tooljasojavnoukteat19171214.1.1",1,0.000613675450098806
"271","tooljasojavnoukteat19171219.1.1",1,0.0007355078141926
"272","svobodnojeslovosoldata19171114.1.1",1,0.000377797551654614
"273","revelskieizvestija19170215.1.1",1,0.000386902452259445
"274","revelskieizvestija19170524.1.2",1,0.000300110655637962
"275","svobodnojeslovosoldata19170427.1.2",1,0.000399747643842151
"276","tooljasojavnoukteat19170622.1.2",1,0.0731532994585795
"277","tooljasojavnoukteat19170507.1.4",1,0.247479308544453
"278","tooljasojavnoukteat19170517.1.4",1,0.292520230424452
"279","ekmteataja19170112.1.13",1,0.995507328842649
"280","revelskojeslovo19170128.1.1",1,0.00048904804404958
"281","utropravda19171110.1.1",1,0.00148275366622771
"282","svobodnojeslovosoldata19170503.1.4",1,0.445553476035861
"283","ekmteataja19170817.1.3",1,0.000131777473196986
"284","revelskojeslovo19170420.1.1",1,0.000900538212288138
"285","revelskojeslovo19170502.1.1",1,0.000443966855357093
"286","tooljasojavnoukteat19170818.1.2",1,0.000315856062977667
"287","svobodnojeslovosoldata19171209.1.2",1,0.000448097486233847
"288","revelskojeslovo19170223.1.2",1,0.000233251969033036
"289","revelskojeslovo19170320.1.2",1,0.000246377353909881
"290","utropravda19170602.1.3",1,0.138886500401672
"291","tooljasojavnoukteat19170705.1.4",1,0.126848891854539
"292","tooljasojavnoukteat19170516.1.3",1,0.00043592992037376
"293","svobodnojeslovosoldata19171210.1.2",1,0.000399747644442627
"294","ekmteataja19171005.1.4",1,0.000202804092446018
"295","tooljasojavnoukteat19170423.1.4",1,0.147630591131625
"296","revelskieizvestija19170227.1.2",1,0.000342836622879381
"297","revelskieizvestija19170516.1.1",1,0.000313798121261904
"298","svobodnojeslovosoldata19170621.1.2",1,0.486948308391877
"299","tooljasojavnoukteat19170919.1.1",1,0.0002776215951867
"300","tooljasojavnoukteat19170504.1.3",1,0.199871331818345
"301","revelskojeslovo19170722.1.3",1,0.000852706468376277
"302","revelskieizvestija19170303.1.1",1,0.000673771008035043
"303","tooljasojavnoukteat19170719.1.1",1,0.0829448528916579
"304","nasheslovo19171202.1.4",1,0.000917697329939424
"305","revelskieizvestija19170419.1.1",1,0.000340413434463051
"306","revelskieizvestija19170610.1.1",1,0.000504413770447549
"307","svobodnojeslovosoldata19170621.1.4",1,0.0557152941050574
"308","svobodnojeslovosoldata19171220.1.3",1,0.00035031769371334
"309","tooljasojavnoukteat19170831.1.3",1,0.000311766824286614
"310","revelskojeslovo19170811.1.3",1,0.575184219932814
"311","ekmteataja19170720.1.5",1,0.000322195089773938
"312","ekmteataja19170727.1.5",1,0.000494064865715859
"313","nasheslovo19171223.1.4",1,0.000465418337776779
"314","revelskojeslovo19170111.1.1",1,0.000420698482498886
"315","tooljasojavnoukteat19170722.1.2",1,0.00022881924092068
"316","tooljasojavnoukteat19170727.1.2",1,0.00018348806553371
"317","ekmteataja19170126.1.7",1,0.0657847078103274
"318","tooljasojavnoukteat19171207.1.2",1,0.000591081075368942
"319","revelskieizvestija19170401.1.3",1,0.000211719277870177
"320","revelskojeslovo19171014.1.1",1,0.00128495624301364
"321","revelskojeslovo19170411.1.4",1,0.00121986488337204
"322","revelskojeslovo19170616.1.4",1,0.000328793769576612
"323","utropravda19170829.1.2",1,0.000544319189360472
"324","revelskojeslovo19170608.1.3",1,0.000301992445017622
"325","revelskojeslovo19170913.1.4",1,0.000504413765960584
"326","revelskojeslovo19170922.1.4",1,0.000993412395282068
"327","tooljasojavnoukteat19170329.1.4",1,0.382419419337618
"328","ekmteataja19170209.1.5",1,0.000380784527127907
"329","tooljasojavnoukteat19171005.1.3",1,0.000366304009901054
"330","ekmteataja19170330.1.2",1,0.000340413432645867
"331","revelskojeslovo19170410.1.1",1,0.000432019590598872
"332","revelskojeslovo19170405.1.2",1,0.000226665460636946
"333","revelskojeslovo19170801.1.3",1,0.000474590806229815
"334","tooljasojavnoukteat19170528.1.4",1,0.000484132083521992
"335","tooljasojavnoukteat19170823.1.3",1,0.234564065183787
"336","tooljasojavnoukteat19170518.1.3",1,0.918343979327791
"337","tooljasojavnoukteat19171214.1.3",1,0.997332250878348
"338","tooljasojavnoukteat19170920.1.1",1,0.000326564382618364
"339","utropravda19170713.1.2",1,0.000532287593847491
"340","ekmteataja19170824.1.4",1,0.000216477407155964
"341","svobodnojeslovosoldata19171221.1.3",1,0.405317991557352
"342","tooljasojavnoukteat19170411.1.4",1,0.220332599035905
"343","tooljasojavnoukteat19170712.1.3",1,0.346122037844461
"344","tooljasojavnoukteat19170805.1.3",1,0.36557185171946
"345","utropravda19170825.1.2",1,0.000347787987444038
"346","tooljasojavnoukteat19170518.1.2",1,0.000428178790666363
"347","svobodnojeslovosoldata19170709.1.2",1,0.10413744990357
"348","revelskieizvestija19170405.1.2",1,0.000570091379846238
"349","svobodnojeslovosoldata19171208.1.2",1,0.000550541287408894
"350","revelskojeslovo19170130.1.1",1,0.000184896901186306
"351","revelskojeslovo19170216.1.4",1,0.000655432518260215
"352","tooljasojavnoukteat19170330.1.3",1,0.000515205490499216
"353","tooljasojavnoukteat19170721.1.2",1,0.000309761657473269
"354","revelskojeslovo19170216.1.1",1,0.000145293861205647
"355","revelskojeslovo19171017.1.4",1,0.000494064866470147
"356","revelskojeslovo19171104.1.4",1,0.00057009138018774
"357","revelskojeslovo19170426.1.1",1,0.000526469070162318
"358","tooljasojavnoukteat19170406.1.4",1,0.127635917608294
"359","tooljasojavnoukteat19170916.1.2",1,0.000350317693008939
"360","tooljasojavnoukteat19170413.1.4",1,0.262738828320808
"361","revelskieizvestija19170605.1.1",1,0.000499185684193734
"362","tooljasojavnoukteat19170622.1.4",1,0.000479313966072315
"363","tooljasojavnoukteat19170706.1.4",1,0.000852706467250508
"364","tooljasojavnoukteat19170813.1.2",1,0.0186268234354144
"365","tooljasojavnoukteat19171104.1.2",1,0.000358132538075242
"366","tooljasojavnoukteat19171005.1.2",1,0.000456593704912866
"367","revelskojeslovo19170921.1.2",1,0.000703287145436825
"368","revelskojeslovo19170127.1.2",1,0.000246377354370428
"369","revelskieizvestija19170531.1.3",1,0.631234808032752
"370","tooljasojavnoukteat19170829.1.5",1,0.591446104245764
"371","tooljasojavnoukteat19170907.1.3",1,0.832680966795803
"372","tooljasojavnoukteat19170513.1.3",1,0.238508455008353
"373","revelskojeslovo19170701.1.3",1,0.000713709053104769
"374","revelskojeslovo19170712.1.2",1,0.000613675447604412
"375","revelskieizvestija19170621.1.2",1,0.000383819111386293
"376","revelskojeslovo19170308.1.2",1,0.000279231168296147
"377","nasheslovo19171124.1.2",1,0.000570091383411193
"378","utropravda19171219.1.4",1,0.000245123409108676
"379","ekmteataja19170629.1.6",1,0.000499185686191606
"380","revelskojeslovo19170411.1.2",1,0.000243882160798767
"381","ekmteataja19170112.1.7",1,0.997782603822759
"382","tooljasojavnoukteat19170706.1.2",1,0.000303897979230289
"383","svobodnojeslovosoldata19170623.1.4",1,0.29232083236688
"384","revelskojeslovo19170510.1.2",1,0.173365176466202
"385","utropravda19171112.1.2",1,0.000621595717412199
"386","revelskojeslovo19170717.1.3",1,0.00132017826045832
"387","tooljasojavnoukteat19171120.1.2",1,0.000358132538650495
"388","svobodnojeslovosoldata19170507.1.1",1,0.000796312050078395
"389","tooljasojavnoukteat19170507.1.1",1,0.00116105016851976
"390","revelskieizvestija19170217.1.3",1,0.2309411267876
"391","tooljasojavnoukteat19170906.1.1",1,0.000428178792994428
"392","utropravda19171006.1.4",1,0.000713709054337896
"393","ekmteataja19170119.1.3",1,0.00064663259319952
"394","svobodnojeslovosoldata19170907.1.2",1,0.000494064867353599
"395","ekmteataja19170601.1.3",1,0.000220440713639876
"396","svobodnojeslovosoldata19170518.1.2",1,0.616530007438381
"397","tooljasojavnoukteat19170420.1.2",1,0.0459337717977654
"398","tooljasojavnoukteat19170528.1.3",1,0.000504413770817427
"399","tooljasojavnoukteat19170624.1.3",1,0.036336348181832
"400","revelskojeslovo19170810.1.4",1,0.000646632593710799
"401","tooljasojavnoukteat19170606.1.2",1,0.000474590805623236
"402","revelskojeslovo19171118.1.4",1,0.000605954474148613
"403","tooljasojavnoukteat19171102.1.2",1,0.000435929923013592
"404","revelskojeslovo19171020.1.4",1,0.000479313964229069
"405","utropravda19171110.1.2",1,0.000605954480983312
"406","ekmteataja19171005.1.2",1,0.000474590804141867
"407","revelskojeslovo19170414.1.2",1,0.000474590803131979
"408","revelskojeslovo19170322.1.3",1,0.000390035732735322
"409","ekmteataja19170831.1.2",1,0.000591081073302497
"410","revelskojeslovo19170127.1.4",1,0.000515205486384667
"411","revelskojeslovo19170128.1.4",1,0.000469959819398119
"412","revelskojeslovo19170130.1.4",1,0.000369111327333408
"413","revelskojeslovo19170208.1.4",1,0.000783360016866171
"414","tooljasojavnoukteat19170813.1.3",1,0.000338024259184872
"415","utropravda19171205.1.4",1,0.000247644195723472
"416","tooljasojavnoukteat19170730.1.1",1,0.300120570568263
"417","ekmteataja19170629.1.8",1,0.000251524111229677
"418","utropravda19171109.1.3",1,0.751639548642147
"419","tooljasojavnoukteat19170427.1.3",1,0.2545258204139
"420","svobodnojeslovosoldata19171219.1.3",1,0.000289294662648473
"421","revelskojeslovo19170406.1.2",1,0.000621595719703064
"422","revelskojeslovo19170421.1.3",1,0.000460963792946892
"423","svobodnojeslovosoldata19170729.1.4",1,0.000374857073395291
"424","utropravda19171003.1.4",1,0.12277653869611
"425","tooljasojavnoukteat19171021.1.2",1,0.000383819115003651
"426","tooljasojavnoukteat19171010.1.2",1,0.0404259882302673
"427","revelskieizvestija19170607.1.1",1,0.000494064866328367
"428","ekmteataja19170914.1.5",1,0.000178061061104111
"429","ekmteataja19170928.1.4",1,0.000363539061853994
"430","revelskojeslovo19170807.1.4",1,0.0538044073597124
"431","tooljasojavnoukteat19170812.1.4",1,0.334370759714302
"432","tooljasojavnoukteat19170803.1.3",1,0.195558266903798
"433","tooljasojavnoukteat19170919.1.2",1,0.000246377354480127
"434","svobodnojeslovosoldata19171115.1.4",1,0.000532287589657942
"435","tooljasojavnoukteat19171202.1.4",1,0.000369111328654478
"436","revelskieizvestija19170526.1.3",1,0.685580957050572
"437","revelskojeslovo19170320.1.1",1,0.000758680116405553
"438","svobodnojeslovosoldata19170721.1.4",1,0.000484132081750206
"439","revelskojeslovo19170116.1.1",1,0.000340413433095385
"440","revelskojeslovo19170109.1.1",1,0.000532287590493009
"441","revelskojeslovo19170323.1.2",1,0.000428178789306724
"442","tooljasojavnoukteat19170609.1.2",1,0.000291042860302603
"443","ekmteataja19170427.1.4",1,0.000345294555412279
"444","ekmteataja19171019.1.1",1,0.000823544947386119
"445","svobodnojeslovosoldata19170730.1.3",1,0.000621595720409382
"446","ekmteataja19170504.1.3",1,0.000194609378294141
"447","utropravda19171029.1.1",1,0.4257771532874
"448","revelskojeslovo19170816.1.3",1,0.00105893859212337
"449","revelskieizvestija19170324.1.1",1,0.000570091381475847
"450","revelskojeslovo19170424.1.1",1,0.0632368334148917
"451","tooljasojavnoukteat19170520.1.2",1,0.000484132080087145
"452","tooljasojavnoukteat19170829.1.3",1,0.000371962015083988
"453","ekmteataja19170202.1.4",1,0.000598425372082827
"454","revelskojeslovo19170728.1.4",1,0.000598425373718441
"455","tooljasojavnoukteat19170707.1.4",1,0.0635141913259499
"456","tooljasojavnoukteat19170718.1.2",1,0.215599416109685
"457","utropravda19171109.1.4",1,0.995642811269126
